NAME,BYTES
./collects/syntax/keyword.rkt.out.sexp,62838
./collects/syntax/location.rkt.out.sexp,10268
./collects/syntax/macro-testing.rkt.out.sexp,6847
./collects/syntax/modcode.rkt.out.sexp,43464
./collects/syntax/modcollapse.rkt.out.sexp,3445
./collects/syntax/moddep.rkt.out.sexp,940
./collects/syntax/modread.rkt.out.sexp,2969
./collects/syntax/modresolve.rkt.out.sexp,8113
./collects/syntax/module-reader.rkt.out.sexp,16303
./collects/syntax/name.rkt.out.sexp,44
./collects/syntax/parse/debug.rkt.out.sexp,10604
./collects/syntax/parse/define.rkt.out.sexp,5806
./collects/syntax/parse/experimental/dset.rkt.out.sexp,2830
./collects/syntax/parse/experimental/eh.rkt.out.sexp,47
./collects/syntax/parse/experimental/specialize.rkt.out.sexp,4135
./collects/syntax/parse/experimental/splicing.rkt.out.sexp,18124
./collects/syntax/parse/lib/function-header.rkt.out.sexp,23479
./collects/syntax/parse/pre.rkt.out.sexp,50
./collects/syntax/parse/private/3d-stx.rkt.out.sexp,14321
./collects/syntax/parse/private/keywords.rkt.out.sexp,1405
./collects/syntax/parse/private/kws.rkt.out.sexp,7748
./collects/syntax/parse/private/lib.rkt.out.sexp,7457
./collects/syntax/parse/private/litconv.rkt.out.sexp,25884
./collects/syntax/parse/private/make.rkt.out.sexp,1968
./collects/syntax/parse/private/minimatch.rkt.out.sexp,13018
./collects/syntax/parse/private/parse-aux.rkt.out.sexp,287
./collects/syntax/parse/private/pattern-expander-prop.rkt.out.sexp,296
./collects/syntax/parse/private/pattern-expander.rkt.out.sexp,418
./collects/syntax/parse/private/rep-attrs.rkt.out.sexp,14306
./collects/syntax/parse/private/residual-ct.rkt.out.sexp,8393
./collects/syntax/parse/private/residual.rkt.out.sexp,11704
./collects/syntax/parse/private/runtime-reflect.rkt.out.sexp,5169
./collects/syntax/parse/private/runtime.rkt.out.sexp,24030
./collects/syntax/parse/private/sc.rkt.out.sexp,2732
./collects/syntax/parse/private/txlift.rkt.out.sexp,3432
./collects/syntax/path-spec.rkt.out.sexp,1960
./collects/syntax/primitives.rkt.out.sexp,95
./collects/syntax/private/boundmap.rkt.out.sexp,5385
./collects/syntax/private/doctable.rkt.out.sexp,593
./collects/syntax/private/id-set.rkt.out.sexp,73743
./collects/syntax/private/id-table.rkt.out.sexp,46100
./collects/syntax/private/keyword.rkt.out.sexp,17892
./collects/syntax/private/modcollapse-noctc.rkt.out.sexp,14287
./collects/syntax/private/modhelp.rkt.out.sexp,409
./collects/syntax/private/template-runtime.rkt.out.sexp,3777
./collects/syntax/private/util/expand.rkt.out.sexp,4852
./collects/syntax/quote.rkt.out.sexp,14524
./collects/syntax/readerr.rkt.out.sexp,2932
./collects/syntax/srcloc.rkt.out.sexp,13923
./collects/syntax/strip-context.rkt.out.sexp,820
./collects/syntax/struct.rkt.out.sexp,33115
./collects/syntax/stx.rkt.out.sexp,1088
./collects/syntax/template.rkt.out.sexp,16131
./collects/syntax/toplevel.rkt.out.sexp,7723
./collects/syntax/to-string.rkt.out.sexp,3309
./collects/syntax/transformer.rkt.out.sexp,2412
./collects/syntax/trusted-xforms.rkt.out.sexp,41
./collects/syntax/unsafe/for-transform.rkt.out.sexp,44
./collects/syntax/wrap-modbeg.rkt.out.sexp,2242
