list_len,recursive_seconds,loop_scalar_copy_seconds,indir_loop_scalar_seconds,indir_loop_auto_seconds,indir_loop_explicit_vector_seconds
150001,0.003032863,0.002132168,0.001227035,0.001099127,0.001082149
155001,0.003276851,0.002324377,0.001357588,0.001232757,0.001204840
160001,0.003273865,0.002332580,0.001301517,0.001201111,0.001207049
165001,0.003277069,0.002277849,0.001265679,0.001193086,0.001177049
170001,0.003515564,0.002408540,0.001359946,0.001289690,0.001270043
175001,0.001961441,0.001414576,0.000795838,0.000728720,0.000720317
180001,0.003409402,0.002414815,0.001300447,0.001270265,0.001227793
185001,0.002634924,0.001927762,0.001054451,0.000978286,0.000946526
190001,0.004107271,0.002862217,0.001556497,0.001454448,0.001480936
195001,0.004053710,0.002867863,0.001581871,0.001519113,0.001464029
200001,0.002984964,0.002133962,0.001187726,0.001109239,0.001111792
205001,0.004124740,0.002937888,0.001604121,0.001516293,0.001550461
210001,0.004227572,0.003031948,0.001660523,0.001542103,0.001613340
215001,0.003884407,0.002816290,0.001544158,0.001440144,0.001484453
220001,0.004658182,0.003252880,0.001814584,0.001675196,0.001724721
225001,0.004106281,0.002965128,0.001610407,0.001528094,0.001463091
230001,0.003850499,0.002761840,0.001473226,0.001388261,0.001393207
235001,0.002823825,0.002053414,0.001120655,0.001063457,0.001031398
240001,0.003903562,0.002840256,0.001532437,0.001448494,0.001418402
245001,0.005053862,0.003570487,0.001969428,0.001819365,0.001873221
250001,0.004244396,0.003090330,0.001665896,0.001607557,0.001565230
255001,0.003287104,0.002263465,0.001298913,0.001206201,0.001217301
260001,0.004455570,0.003250330,0.001777850,0.001637859,0.001670842
265001,0.004651592,0.003339848,0.001803515,0.001670576,0.001674925
270001,0.002301713,0.001667889,0.000918173,0.000855310,0.000825421
275001,0.004622866,0.003325390,0.001891059,0.001688258,0.001685611
280001,0.003376143,0.002442558,0.001374047,0.001237082,0.001238140
285001,0.005029443,0.003669815,0.002009371,0.001922566,0.001871558
290001,0.004262673,0.003104730,0.001741711,0.001565089,0.001557998
295001,0.005317745,0.003804183,0.002161689,0.001928098,0.001956833
300001,0.005841236,0.004213096,0.002287598,0.002140726,0.002133224
305001,0.006129372,0.004409990,0.002394550,0.002234127,0.002252794
310001,0.005172607,0.003650675,0.002063686,0.001901090,0.001833766
315001,0.006233200,0.004489986,0.002477687,0.002337667,0.002286666
320001,0.004960418,0.003459364,0.001940765,0.001846000,0.001760532
325001,0.005749319,0.004109171,0.002260480,0.002124977,0.002071577
330001,0.002920782,0.002163253,0.001209995,0.001087824,0.001058912
335001,0.002135232,0.001721799,0.000971008,0.000868251,0.000843167
340001,0.005093952,0.003747673,0.002103986,0.001956849,0.001884897
345001,0.006179391,0.004555835,0.002510112,0.002351231,0.002254560
350001,0.004460939,0.003357526,0.001824918,0.001681715,0.001662585
355001,0.006420089,0.004620782,0.002567197,0.002389297,0.002310630
360001,0.006880866,0.004946205,0.002752540,0.002521914,0.002514261
365001,0.005741716,0.004241912,0.002357214,0.002135523,0.002099409
370001,0.006151223,0.004391183,0.002429296,0.002250546,0.002226438
375001,0.006556143,0.004852580,0.002650548,0.002456788,0.002433632
380001,0.006701312,0.004750715,0.002642745,0.002435108,0.002431460
385001,0.006318842,0.004535996,0.002486918,0.002311026,0.002266447
390001,0.006796421,0.004748648,0.002609448,0.002452257,0.002443575
395001,0.007658894,0.005533684,0.002965229,0.002780341,0.002804970
400001,0.007002213,0.005017433,0.002764069,0.002554612,0.002591455
405001,0.006195505,0.004562599,0.002528473,0.002298976,0.002283343
410001,0.006409930,0.004684053,0.002584650,0.002389106,0.002367274
415001,0.006479069,0.004763669,0.002654854,0.002417933,0.002424128
420001,0.005436609,0.003907151,0.002170416,0.001980585,0.001990031
425001,0.005817513,0.004128781,0.002298262,0.002128481,0.002090055
430001,0.005288870,0.003934241,0.002225769,0.002008884,0.001990185
435001,0.007776025,0.005811656,0.003201860,0.002953033,0.002927382
440001,0.007669557,0.005635831,0.003146414,0.002881870,0.002851134
445001,0.005315211,0.004011116,0.002247109,0.002024210,0.002013502
450001,0.007241258,0.005384665,0.002982066,0.002797606,0.002756513
455001,0.006505570,0.004890967,0.002693243,0.002522955,0.002479100
460001,0.006780262,0.005181214,0.002884673,0.002650054,0.002578658
465001,0.008303061,0.006291498,0.003522903,0.003248581,0.003246623
470001,0.007323883,0.005650766,0.003132156,0.002924316,0.002835261
475001,0.004505618,0.003489395,0.001971747,0.001757450,0.001736569
480001,0.006091339,0.004767896,0.002626216,0.002427232,0.002304436
485001,0.006424839,0.005021602,0.002827805,0.002570339,0.002498237
490001,0.004594439,0.003646549,0.001999594,0.001839271,0.001756406
495001,0.006095708,0.005134225,0.002800642,0.002487142,0.002388694
500001,0.005902345,0.004917485,0.002688336,0.002439945,0.002327982
505001,0.005433033,0.004674287,0.002537276,0.002206831,0.002138913
510001,0.006555074,0.005710163,0.003114003,0.002748781,0.002607436
515001,0.006786281,0.005765726,0.003093985,0.002753456,0.002637153
520001,0.005788564,0.005008535,0.002727318,0.002400897,0.002329651
525001,0.004931766,0.004005539,0.002177220,0.001922531,0.001810076
530001,0.006395792,0.005488425,0.002974224,0.002637879,0.002526901
535001,0.006380101,0.005584716,0.002992090,0.002654020,0.002509504
540001,0.004514640,0.003809951,0.002018232,0.001767994,0.001712535
545001,0.006211807,0.005552419,0.002926498,0.002591411,0.002428473
550001,0.006323992,0.005614219,0.002970709,0.002601613,0.002498748
555001,0.005515938,0.005002256,0.002661358,0.002386707,0.002231784
560001,0.006357139,0.005396685,0.002900068,0.002543307,0.002456239
565001,0.005591561,0.005334297,0.002721688,0.002392938,0.002238227
570001,0.006348736,0.005972207,0.003101918,0.002725034,0.002567537
575001,0.006097103,0.006123383,0.003163859,0.002740461,0.002557073
580001,0.006423794,0.006272205,0.003211862,0.002775913,0.002609578
585001,0.005589111,0.005669021,0.002902055,0.002538715,0.002332063
590001,0.006283666,0.005912265,0.003141125,0.002758880,0.002585316
595001,0.005552132,0.005690315,0.002874057,0.002442609,0.002273420
600001,0.005570298,0.005653562,0.002834721,0.002481203,0.002264448
605001,0.005082708,0.004607588,0.002445404,0.002184317,0.002035481
610001,0.005240150,0.005620474,0.002821399,0.002404450,0.002212061
615001,0.004953865,0.005063129,0.002538470,0.002214189,0.002039971
620001,0.006557081,0.005661098,0.003042861,0.002732870,0.002558703
625001,0.005107599,0.005282187,0.002729779,0.002340964,0.002145257
630001,0.004723354,0.004857619,0.002489747,0.002120961,0.001953221
635001,0.005557721,0.005309529,0.002719675,0.002359438,0.002265962
640001,0.004572342,0.004464543,0.002293268,0.001946741,0.001837232
645001,0.004630709,0.004457613,0.002345363,0.002025689,0.001912014
650001,0.005849279,0.006108637,0.003022538,0.002537798,0.002353643
655001,0.005488837,0.005876536,0.002983836,0.002517644,0.002318583
660001,0.005001159,0.004667254,0.002492314,0.002179283,0.002062871
665001,0.004990978,0.004930101,0.002533462,0.002211885,0.002056851
670001,0.005112442,0.005211758,0.002641876,0.002252276,0.002131254
675001,0.005418212,0.005608629,0.002843414,0.002432950,0.002259302
680001,0.004577615,0.004579480,0.002393459,0.002069610,0.001890627
685001,0.005660142,0.005886260,0.003002503,0.002561557,0.002359596
690001,0.006895127,0.006376108,0.003341286,0.002984062,0.002777962
695001,0.004535890,0.004783780,0.002400119,0.002049496,0.001904561
700001,0.004548734,0.004578036,0.002363041,0.002053003,0.001890941
705001,0.005474215,0.004773399,0.002491745,0.002207499,0.002122902
710001,0.004818308,0.004790747,0.002442621,0.002065835,0.001960564
715001,0.004916578,0.004967299,0.002530657,0.002168422,0.002007298
720001,0.004308010,0.004331039,0.002268677,0.001881474,0.001780253
725001,0.004489037,0.004450190,0.002301218,0.001964068,0.001844302
730001,0.005090061,0.005173751,0.002636256,0.002234705,0.002103017
735001,0.004664018,0.004995459,0.002514984,0.002112910,0.001968715
740001,0.005056217,0.005048247,0.002582056,0.002199365,0.002088477
745001,0.005476508,0.005252971,0.002727831,0.002359298,0.002238620
750001,0.004711502,0.004703682,0.002439742,0.002088696,0.001967036
755001,0.004207654,0.004338428,0.002233212,0.001863967,0.001751858
760001,0.004043762,0.003945164,0.002087697,0.001754608,0.001671317
765001,0.004969252,0.004926339,0.002570198,0.002146978,0.002034817
770001,0.004212706,0.004137772,0.002189103,0.001851086,0.001734000
775001,0.004840749,0.005076185,0.002614434,0.002208629,0.002063406
780001,0.004179465,0.004237119,0.002201795,0.001855070,0.001732677
785001,0.004429986,0.004634150,0.002401478,0.002011242,0.001873441
790001,0.005655490,0.005026584,0.002728208,0.002377511,0.002292112
795001,0.004378320,0.004472309,0.002331127,0.001947959,0.001801871
800001,0.005711228,0.005313124,0.002803500,0.002406701,0.002270233
805001,0.004311349,0.004166918,0.002215346,0.001866926,0.001754261
810001,0.005361650,0.005037271,0.002696150,0.002303769,0.002192809
815001,0.004363096,0.004406890,0.002323643,0.001946137,0.001814397
820001,0.004178671,0.004083083,0.002154070,0.001792792,0.001709408
825001,0.004141328,0.003980844,0.002132561,0.001789911,0.001688897
830001,0.004406165,0.004689023,0.002440447,0.002000790,0.001836035
835001,0.004045568,0.003941543,0.002139463,0.001770152,0.001662664
840001,0.004410847,0.004373691,0.002365500,0.001976436,0.001839878
845001,0.004314191,0.004169730,0.002236432,0.001873965,0.001762434
850001,0.004907212,0.004434358,0.002417668,0.002081251,0.001988999
855001,0.003996323,0.003693963,0.002012952,0.001683919,0.001604160
860001,0.005263362,0.005157639,0.002755728,0.002318666,0.002139825
865001,0.004213133,0.004327016,0.002258867,0.001914535,0.001755521
870001,0.004809172,0.004372101,0.002327787,0.002005838,0.001930002
875001,0.003986405,0.003790973,0.002059599,0.001740153,0.001659614
880001,0.005374688,0.004225994,0.002309067,0.002020354,0.001981127
885001,0.004186228,0.004235439,0.002195123,0.001840468,0.001721542
890001,0.004227041,0.003639830,0.002043342,0.001759594,0.001689940
895001,0.004038131,0.003939079,0.002069691,0.001756450,0.001672462
900001,0.004995544,0.004537797,0.002413475,0.002099996,0.002008293
905001,0.005020649,0.004602925,0.002537671,0.002135814,0.002042844
910001,0.004483929,0.004734504,0.002441017,0.002027057,0.001909069
915001,0.004248672,0.004289049,0.002210902,0.001872033,0.001752722
920001,0.004244996,0.004234069,0.002172611,0.001843908,0.001761100
925001,0.004511228,0.004586478,0.002379571,0.001985586,0.001863549
930001,0.004096485,0.003998514,0.002080910,0.001753719,0.001643452
935001,0.004619488,0.004103842,0.002134415,0.001804367,0.001753829
940001,0.004794123,0.004343192,0.002342048,0.002044745,0.001988385
945001,0.004306945,0.004099203,0.002161410,0.001822284,0.001748596
950001,0.004309711,0.004032629,0.002143397,0.001823619,0.001751157
955001,0.004559466,0.004357716,0.002277653,0.001941874,0.001854069
960001,0.004875991,0.004443999,0.002415520,0.002065578,0.001982015
965001,0.004901968,0.004487384,0.002366908,0.002071056,0.001986538
970001,0.005044790,0.004627028,0.002451240,0.002093769,0.002017840
975001,0.004270693,0.003926734,0.002098257,0.001802721,0.001729780
980001,0.004985630,0.004486605,0.002376303,0.002069182,0.002039600
985001,0.004682149,0.004589707,0.002418590,0.002035457,0.001926073
990001,0.005025983,0.004501857,0.002396798,0.002099481,0.002032459
995001,0.004381678,0.003964163,0.002086863,0.001810432,0.001751182
1000001,0.004354295,0.003991910,0.002098253,0.001802898,0.001751969
1005001,0.005225940,0.004101093,0.002235462,0.002013996,0.002050953
1010001,0.004652413,0.004451656,0.002312424,0.001986669,0.001898529
1015001,0.004456252,0.003847423,0.002088137,0.001785339,0.001740895
1020001,0.004394570,0.003701133,0.002058248,0.001785700,0.001772483
1025001,0.005359410,0.004630950,0.002478944,0.002161839,0.002073717
1030001,0.005269073,0.004774505,0.002518080,0.002186169,0.002102436
1035001,0.004638052,0.004027978,0.002142230,0.001877894,0.001786999
1040001,0.004541448,0.003962992,0.002130232,0.001804654,0.001764833
1045001,0.005162463,0.004519959,0.002441325,0.002159022,0.002119453
1050001,0.004592029,0.004029479,0.002164605,0.001890470,0.001797389
1055001,0.005440021,0.004561345,0.002470547,0.002171034,0.002135294
1060001,0.005797842,0.004254206,0.002257340,0.001976679,0.001994747
1065001,0.004756271,0.004388197,0.002312918,0.002017204,0.001933504
1070001,0.004630274,0.003993319,0.002161562,0.001880103,0.001833381
1075001,0.005087024,0.004503484,0.002442524,0.002169422,0.002061757
1080001,0.004692422,0.003996261,0.002148613,0.001878154,0.001863086
1085001,0.004698009,0.004060628,0.002177167,0.001910716,0.001862841
1090001,0.005582734,0.004586852,0.002532235,0.002248954,0.002209225
1095001,0.005320631,0.004431027,0.002448428,0.002199250,0.002164257
1100001,0.005106241,0.004464847,0.002460516,0.002143346,0.002081092
1105001,0.005405427,0.004548414,0.002391631,0.002056499,0.002034507
1110001,0.004809673,0.004030780,0.002199659,0.001946885,0.001890379
1115001,0.005784328,0.004580323,0.002521066,0.002245790,0.002204119
1120001,0.004788555,0.003951317,0.002160766,0.001925035,0.001899743
1125001,0.004788369,0.003973643,0.002179465,0.001934475,0.001887477
1130001,0.005561520,0.004570084,0.002573713,0.002316059,0.002287497
1135001,0.005998487,0.004542533,0.002520045,0.002310663,0.002369415
1140001,0.004893122,0.004020509,0.002205438,0.001946946,0.001928174
1145001,0.004963412,0.003932280,0.002203525,0.001959953,0.001971618
1150001,0.005173721,0.004763116,0.002524748,0.002213744,0.002130455
1155001,0.005164960,0.004682696,0.002489074,0.002179269,0.002089931
1160001,0.005065405,0.004226765,0.002324912,0.002107399,0.002030388
1165001,0.005016333,0.004405929,0.002386604,0.002126317,0.002045433
1170001,0.005842451,0.004632643,0.002603569,0.002387544,0.002357538
1175001,0.005054893,0.004045793,0.002282533,0.002040032,0.002038572
1180001,0.005297925,0.004686970,0.002528946,0.002222319,0.002152066
1185001,0.005155362,0.004066752,0.002368678,0.002077942,0.002035160
1190001,0.005397518,0.004689746,0.002582797,0.002274839,0.002190560
1195001,0.007388799,0.005793868,0.003242287,0.003021869,0.002906422
1200000,0.005186446,0.004175863,0.002339555,0.002111622,0.002084564
